city,date,fare,ride_id,driver_count,type
Johnton,1/25/2019 13:17,28.14,7110000000000.0,27,Urban
North Jason,4/12/2019 6:19,33.12,1710000000000.0,6,Urban
South Phillip,1/5/2019 17:50,41.55,8830000000000.0,38,Urban
Reynoldsfurt,1/21/2019 16:07,25.19,1030000000000.0,67,Urban
West Ericstad,4/12/2019 12:08,27.69,4570000000000.0,25,Urban
Richardfort,4/27/2019 11:59,30.31,6110000000000.0,38,Urban
West Heidi,4/22/2019 0:38,8.89,5410000000000.0,28,Urban
Johnton,3/4/2019 10:30,36.76,3270000000000.0,27,Urban
West Angela,1/2/2019 9:28,19.81,9740000000000.0,48,Urban
Leahton,2/28/2019 20:02,31.01,2120000000000.0,17,Urban
Johnton,4/11/2019 14:40,16.63,7250000000000.0,27,Urban
Port David,1/21/2019 2:29,32.92,858000000000.0,7,Urban
New Kimberlyborough,4/1/2019 4:31,35.11,8280000000000.0,33,Urban
Port Frank,2/26/2019 5:03,25.18,7280000000000.0,23,Urban
Barajasview,1/24/2019 5:58,9.21,1840000000000.0,26,Urban
South Phillip,4/21/2019 10:31,32.85,2750000000000.0,38,Urban
North Jasmine,4/3/2019 13:15,19.66,9210000000000.0,33,Urban
New Kimberlyborough,3/13/2019 9:48,14.84,1840000000000.0,33,Urban
North Jasmine,1/5/2019 16:39,26.72,3670000000000.0,33,Urban
Reynoldsfurt,2/13/2019 10:29,7.43,5240000000000.0,67,Urban
North Barbara,5/5/2019 15:15,38.15,256000000000.0,18,Urban
South Karenland,4/23/2019 9:19,12.34,9190000000000.0,4,Urban
North Jasmine,4/17/2019 7:34,22.41,4200000000000.0,33,Urban
East Kaylahaven,2/16/2019 21:02,34.42,8000000000000.0,65,Urban
West Samuelburgh,3/7/2019 20:34,34.22,1130000000000.0,73,Urban
Richardfort,3/3/2019 11:57,11.42,2920000000000.0,38,Urban
West Heidi,2/19/2019 21:08,7.64,8970000000000.0,28,Urban
Raymondhaven,5/8/2019 4:39,18.45,1810000000000.0,11,Urban
North Markport,4/29/2019 11:39,19.8,1840000000000.0,22,Urban
New Paulton,2/17/2019 8:20,37.44,7430000000000.0,44,Urban
Karenside,1/25/2019 3:33,19.6,4720000000000.0,5,Urban
South Jack,3/3/2019 9:00,29.88,2150000000000.0,46,Urban
South Michelleport,1/20/2019 5:30,34.72,6390000000000.0,72,Urban
North Jason,4/1/2019 14:43,40.45,1100000000000.0,6,Urban
Joneschester,1/26/2019 19:19,13.77,6680000000000.0,39,Urban
Amandaburgh,1/2/2019 9:57,33.06,6330000000000.0,12,Urban
North Jason,3/28/2019 18:03,42.75,4270000000000.0,6,Urban
Roberthaven,1/28/2019 22:09,28.11,6230000000000.0,47,Urban
South Karenland,2/13/2019 3:55,24.16,3270000000000.0,4,Urban
Rogerston,1/23/2019 18:16,21.64,3850000000000.0,25,Urban
Robertport,2/14/2019 4:42,18.38,9070000000000.0,12,Urban
West Samuelburgh,1/6/2019 13:23,11.01,73344113439.0,73,Urban
New Paulton,4/6/2019 16:21,38.8,8520000000000.0,44,Urban
Port Johnbury,4/12/2019 3:43,8.42,39663640391.0,3,Urban
South Karenland,5/3/2019 16:09,19.69,2540000000000.0,4,Urban
Liumouth,3/22/2019 20:35,39.96,6160000000000.0,69,Urban
South Evanton,4/29/2019 13:54,5.16,315000000000.0,11,Urban
Huntermouth,4/20/2019 9:38,23.65,3500000000000.0,37,Urban
Simpsonburgh,4/26/2019 22:20,29.22,4450000000000.0,21,Urban
Valentineton,2/17/2019 5:51,21.74,4880000000000.0,45,Urban
Deanville,1/12/2019 7:32,39.45,420000000000.0,49,Urban
South Karenland,4/27/2019 16:20,6.62,9440000000000.0,4,Urban
Lake Jonathanshire,3/22/2019 14:33,18.72,4680000000000.0,5,Urban
East Kaylahaven,3/1/2019 15:07,23.45,3220000000000.0,65,Urban
Port David,4/12/2019 5:32,35.51,2990000000000.0,7,Urban
West Gabriel,1/30/2019 15:37,25.64,3460000000000.0,57,Urban
South Evanton,2/13/2019 16:46,44.33,3930000000000.0,11,Urban
Richardfort,1/13/2019 10:08,25.81,9110000000000.0,38,Urban
North Madeline,4/4/2019 6:42,25.38,6910000000000.0,19,Urban
South Evanton,4/6/2019 16:41,9.3,1040000000000.0,11,Urban
Royland,2/18/2019 2:03,8.32,5210000000000.0,64,Urban
Hurleymouth,1/7/2019 15:53,20.01,4460000000000.0,36,Urban
West Anthony,4/8/2019 6:21,20.83,9580000000000.0,70,Urban
Martinezhaven,2/14/2019 2:51,27.16,2200000000000.0,25,Urban
North Jasmine,1/21/2019 21:00,33.06,4260000000000.0,33,Urban
Carriemouth,4/15/2019 8:00,40.03,2670000000000.0,52,Urban
Lake Scottton,1/21/2019 4:20,21.81,294000000000.0,58,Urban
Hurleymouth,1/17/2019 17:07,24.86,9300000000000.0,36,Urban
North Barbara,3/17/2019 17:07,6.12,5480000000000.0,18,Urban
Royland,4/23/2019 1:14,40.39,339000000000.0,64,Urban
North Jason,1/12/2019 19:19,9.97,8000000000000.0,6,Urban
West Ericstad,1/27/2019 4:30,29.05,7600000000000.0,25,Urban
Joneschester,3/13/2019 6:10,27.79,1260000000000.0,39,Urban
North Madeline,5/3/2019 0:07,16.44,212000000000.0,19,Urban
Loganberg,2/18/2019 11:58,23.98,9370000000000.0,23,Urban
West Patrickchester,4/7/2019 17:41,33.9,3860000000000.0,25,Urban
Justinberg,4/4/2019 23:19,19.38,3730000000000.0,39,Urban
Lake Jonathanshire,4/16/2019 20:26,32.47,1010000000000.0,5,Urban
Karenside,3/4/2019 20:36,25.21,9110000000000.0,5,Urban
North Madeline,2/4/2019 18:56,9.84,9480000000000.0,19,Urban
West Josephberg,3/30/2019 1:27,25.19,7580000000000.0,45,Urban
West Christopherberg,5/1/2019 12:39,39.8,5350000000000.0,32,Urban
Lake Scottton,4/19/2019 21:32,37.67,5490000000000.0,58,Urban
Simpsonburgh,5/4/2019 11:41,33.11,2860000000000.0,21,Urban
South Karenland,1/23/2019 5:56,22.54,907000000000.0,4,Urban
South Evanton,2/26/2019 6:48,7.81,742000000000.0,11,Urban
New Paulville,1/2/2019 20:52,33.08,2370000000000.0,44,Urban
Carriemouth,3/8/2019 9:53,37.81,7350000000000.0,52,Urban
North Madeline,3/1/2019 4:34,20.8,1580000000000.0,19,Urban
West Heidi,1/17/2019 9:28,24.19,8800000000000.0,28,Urban
Amandaburgh,1/13/2019 16:04,23.35,9980000000000.0,12,Urban
Valentineton,3/6/2019 4:48,38.88,2760000000000.0,45,Urban
South Phillip,3/23/2019 16:36,40.07,2310000000000.0,38,Urban
West Angela,2/22/2019 4:05,23.09,5990000000000.0,48,Urban
Erikaland,4/25/2019 11:18,34.05,5670000000000.0,37,Urban
Loganberg,4/23/2019 9:19,32.4,2450000000000.0,23,Urban
West Heidi,1/1/2019 5:23,10.75,6570000000000.0,28,Urban
South Michelleport,1/27/2019 13:10,30.16,3950000000000.0,72,Urban
Christopherfurt,3/15/2019 10:22,34.09,1260000000000.0,41,Urban
North Markport,4/6/2019 2:16,18.15,7270000000000.0,22,Urban
West Anthony,2/10/2019 9:16,38.54,8950000000000.0,70,Urban
South Phillip,4/16/2019 22:02,24.63,7860000000000.0,38,Urban
South Phillip,1/7/2019 2:17,6.54,198000000000.0,38,Urban
Williamsview,3/2/2019 22:23,25.15,5050000000000.0,46,Urban
Port Frank,1/5/2019 18:22,35.35,1920000000000.0,23,Urban
West Angela,3/18/2019 15:57,13.06,7210000000000.0,48,Urban
Liumouth,4/14/2019 14:58,25.28,7890000000000.0,69,Urban
Port Frank,5/3/2019 20:22,21.11,9060000000000.0,23,Urban
Jerryton,3/4/2019 14:14,22.91,3500000000000.0,64,Urban
Richardfort,3/6/2019 12:53,8.28,5130000000000.0,38,Urban
Lake Danielberg,1/14/2019 22:04,24.14,7960000000000.0,19,Urban
South Evanton,1/17/2019 2:00,34.55,3370000000000.0,11,Urban
Williamsview,1/25/2019 0:47,41.17,4840000000000.0,46,Urban
South Jack,1/29/2019 20:13,43.12,6050000000000.0,46,Urban
Justinberg,2/13/2019 23:56,10.18,3140000000000.0,39,Urban
Liumouth,4/29/2019 6:57,23.99,819000000000.0,69,Urban
South Jack,1/9/2019 20:31,21.13,6060000000000.0,46,Urban
South Michelleport,3/29/2019 8:33,11.06,9980000000000.0,72,Urban
Hurleymouth,2/23/2019 1:34,31.97,1990000000000.0,36,Urban
West Samuelburgh,2/22/2019 22:11,17.35,3940000000000.0,73,Urban
North Barbara,4/9/2019 17:12,6.68,2540000000000.0,18,Urban
Royland,1/20/2019 12:13,6.66,4290000000000.0,64,Urban
Lake Scottton,4/8/2019 11:19,44.03,9050000000000.0,58,Urban
Raymondhaven,4/30/2019 19:54,29.84,7630000000000.0,11,Urban
Lake Scottton,5/8/2019 13:10,18.04,5620000000000.0,58,Urban
Martinezhaven,5/7/2019 5:55,6.89,3270000000000.0,25,Urban
Lake Scottton,2/8/2019 17:29,34.95,7930000000000.0,58,Urban
Richardfort,2/5/2019 16:12,42.22,4050000000000.0,38,Urban
West Josephberg,4/11/2019 3:53,18.65,6030000000000.0,45,Urban
New Paulville,3/5/2019 15:43,23.75,9560000000000.0,44,Urban
South Phillip,5/7/2019 2:52,36.51,2370000000000.0,38,Urban
South Karenland,3/22/2019 4:17,15.54,1310000000000.0,4,Urban
Valentineton,1/22/2019 2:15,17.74,6350000000000.0,45,Urban
South Evanton,5/7/2019 12:30,34.03,3180000000000.0,11,Urban
Pattyland,4/19/2019 12:57,4.55,6860000000000.0,59,Urban
Port Samanthamouth,3/15/2019 9:03,5.62,6910000000000.0,57,Urban
East Kaylahaven,1/11/2019 10:41,8.02,9780000000000.0,65,Urban
North Madeline,2/27/2019 11:42,36.87,9530000000000.0,19,Urban
Richardfort,4/4/2019 15:04,16.35,6080000000000.0,38,Urban
South Michelleport,2/11/2019 8:12,28.03,3130000000000.0,72,Urban
Port Johnbury,1/21/2019 5:10,32.68,277000000000.0,3,Urban
Liumouth,1/18/2019 15:26,20.68,985000000000.0,69,Urban
South Evanton,4/8/2019 1:01,5.62,1340000000000.0,11,Urban
Richardfort,3/5/2019 16:00,4.85,3290000000000.0,38,Urban
New Jacobville,2/7/2019 11:07,26.09,3520000000000.0,50,Urban
East Kaylahaven,2/4/2019 2:25,38.13,2890000000000.0,65,Urban
Williamsstad,1/20/2019 18:47,18.79,5020000000000.0,59,Urban
Lake Jonathanshire,4/11/2019 19:49,25.92,8530000000000.0,5,Urban
Port Samanthamouth,4/25/2019 3:29,9.44,4790000000000.0,57,Urban
South Karenland,3/30/2019 1:56,20.21,2900000000000.0,4,Urban
West Christopherberg,3/10/2019 22:42,7.98,5730000000000.0,32,Urban
Lake Scottton,3/29/2019 13:33,35.36,3710000000000.0,58,Urban
East Kaylahaven,1/24/2019 16:52,31.4,7430000000000.0,65,Urban
Raymondhaven,4/4/2019 6:46,41.45,2890000000000.0,11,Urban
Port Frank,3/19/2019 15:21,22.63,9910000000000.0,23,Urban
New Paulville,4/24/2019 2:25,13.32,8560000000000.0,44,Urban
Karenberg,4/30/2019 21:38,5.7,7640000000000.0,22,Urban
Barajasview,3/24/2019 6:34,12.24,767000000000.0,26,Urban
North Jason,2/10/2019 6:34,25.36,8590000000000.0,6,Urban
Barajasview,4/18/2019 8:44,12.35,6120000000000.0,26,Urban
New Kimberlyborough,4/3/2019 20:23,33.74,6330000000000.0,33,Urban
West Samuelburgh,1/31/2019 17:10,9.67,8850000000000.0,73,Urban
West Heidi,3/21/2019 0:26,9.06,6620000000000.0,28,Urban
Port Frank,1/16/2019 22:42,11.97,8710000000000.0,23,Urban
West Samuelburgh,4/8/2019 12:38,14.52,2480000000000.0,73,Urban
West Gabriel,5/1/2019 4:34,8.67,426000000000.0,57,Urban
Loganberg,4/18/2019 11:16,16.36,4730000000000.0,23,Urban
West Josephberg,5/7/2019 10:11,29.66,262000000000.0,45,Urban
South Michelleport,2/2/2019 11:56,12.77,1410000000000.0,72,Urban
Christopherfurt,4/14/2019 3:24,39.91,253000000000.0,41,Urban
Justinberg,4/14/2019 23:08,7.75,8860000000000.0,39,Urban
South Michelleport,3/12/2019 9:06,25.1,7110000000000.0,72,Urban
West Angela,4/10/2019 17:06,31.03,3520000000000.0,48,Urban
South Karenland,2/2/2019 14:50,10.54,4510000000000.0,4,Urban
Carriemouth,5/4/2019 10:28,41.54,1100000000000.0,52,Urban
Pattyland,1/9/2019 8:20,41.04,3530000000000.0,59,Urban
West Samuelburgh,3/4/2019 12:38,28.18,9680000000000.0,73,Urban
North Barbara,2/3/2019 23:57,11.54,5810000000000.0,18,Urban
Jerryton,2/20/2019 18:45,28.24,4150000000000.0,64,Urban
Leahton,3/6/2019 20:26,14.87,3840000000000.0,17,Urban
North Jasmine,2/6/2019 19:23,9.12,3930000000000.0,33,Urban
South Karenland,1/3/2019 6:18,39.16,5490000000000.0,4,Urban
Grahamburgh,3/19/2019 14:30,33.14,4380000000000.0,61,Urban
West Robert,3/29/2019 4:22,17.53,8340000000000.0,39,Urban
Williamsview,2/18/2019 2:31,18.75,4150000000000.0,46,Urban
Barajasview,1/4/2019 9:32,12.25,1660000000000.0,26,Urban
Williamsview,1/1/2019 14:40,5.42,5680000000000.0,46,Urban
West Ericstad,2/5/2019 15:30,30.89,2460000000000.0,25,Urban
Lake Danielberg,1/5/2019 17:44,28.79,9790000000000.0,19,Urban
Barajasview,3/29/2019 1:02,29.55,3840000000000.0,26,Urban
Liumouth,3/3/2019 5:13,26.6,4280000000000.0,69,Urban
West Patrickchester,3/6/2019 0:02,31.33,2570000000000.0,25,Urban
Lake Scottton,1/13/2019 13:34,24.81,396000000000.0,58,Urban
Liumouth,1/4/2019 21:06,34.77,8500000000000.0,69,Urban
Williamsstad,1/3/2019 10:03,17.16,28294640252.0,59,Urban
Lake Danielberg,2/4/2019 17:32,24.49,860000000000.0,19,Urban
Justinberg,2/28/2019 21:39,14.4,1130000000000.0,39,Urban
Jerryton,3/7/2019 5:24,15.82,8110000000000.0,64,Urban
New Jacobville,3/12/2019 14:47,28.12,3350000000000.0,50,Urban
Loganberg,1/3/2019 6:49,34.42,238000000000.0,23,Urban
West Patrickchester,3/2/2019 20:29,25.28,8920000000000.0,25,Urban
South Evanton,1/2/2019 6:55,16.96,9410000000000.0,11,Urban
North Markport,5/4/2019 15:30,28.93,1470000000000.0,22,Urban
Port Angela,4/2/2019 22:13,25.84,8020000000000.0,67,Urban
Richardfort,4/14/2019 11:56,43.01,7640000000000.0,38,Urban
Rogerston,1/27/2019 19:45,13.4,9760000000000.0,25,Urban
East Kaylahaven,2/11/2019 21:07,4.75,9780000000000.0,65,Urban
Raymondhaven,2/28/2019 5:23,21.78,1850000000000.0,11,Urban
Loganberg,2/20/2019 9:42,41.16,4360000000000.0,23,Urban
South Jack,2/17/2019 9:55,18.08,3670000000000.0,46,Urban
West Ericstad,5/5/2019 0:44,7.76,8380000000000.0,25,Urban
Port Frank,2/21/2019 18:44,19.81,2190000000000.0,23,Urban
Simpsonburgh,1/23/2019 20:35,39.95,1110000000000.0,21,Urban
Simpsonburgh,1/8/2019 5:59,13.01,9410000000000.0,21,Urban
South Evanton,2/8/2019 18:08,38.21,56240519093.0,11,Urban
Loganberg,3/30/2019 21:22,40.8,3170000000000.0,23,Urban
New Paulville,3/8/2019 15:08,18.35,3740000000000.0,44,Urban
East Kaylahaven,4/30/2019 8:22,37.41,1760000000000.0,65,Urban
West Gabriel,1/31/2019 2:31,6.8,1040000000000.0,57,Urban
South Phillip,3/15/2019 8:24,22.28,6020000000000.0,38,Urban
Richardfort,1/21/2019 23:20,10.91,3570000000000.0,38,Urban
Williamsview,3/22/2019 22:31,15.85,8550000000000.0,46,Urban
West Patrickchester,2/16/2019 2:15,12.15,9180000000000.0,25,Urban
North Jason,5/7/2019 20:05,24.2,3920000000000.0,6,Urban
Karenberg,4/13/2019 5:14,23.73,406000000000.0,22,Urban
East Kaylahaven,3/24/2019 13:53,32.21,6710000000000.0,65,Urban
Lake Jonathanshire,4/9/2019 21:41,15.96,577000000000.0,5,Urban
Williamsstad,3/12/2019 11:08,13.79,5770000000000.0,59,Urban
Deanville,1/28/2019 3:13,31.65,650000000000.0,49,Urban
South Latoya,2/25/2019 23:06,25.87,4910000000000.0,10,Urban
South Karenland,2/26/2019 13:01,38.05,445000000000.0,4,Urban
Justinberg,1/27/2019 7:35,28.41,3490000000000.0,39,Urban
South Michelleport,4/21/2019 15:29,36.47,3390000000000.0,72,Urban
Lake Jonathanshire,1/16/2019 9:27,26.27,3270000000000.0,5,Urban
Jerryton,3/25/2019 12:14,9.64,9480000000000.0,64,Urban
Grahamburgh,2/23/2019 14:58,41.98,3690000000000.0,61,Urban
South Karenland,2/26/2019 20:40,35.61,8410000000000.0,4,Urban
Johnton,4/29/2019 7:50,17.89,1270000000000.0,27,Urban
Justinberg,1/24/2019 19:32,38.79,1690000000000.0,39,Urban
Grahamburgh,2/2/2019 3:52,22.53,6580000000000.0,61,Urban
North Markport,1/17/2019 11:37,8.68,930000000000.0,22,Urban
Port Samanthamouth,1/1/2019 21:04,11.71,1850000000000.0,57,Urban
West Angela,4/11/2019 6:59,29.06,714000000000.0,48,Urban
Port David,3/3/2019 11:38,13.41,6410000000000.0,7,Urban
Christopherfurt,2/23/2019 8:31,15.61,8300000000000.0,41,Urban
Lake Scottton,2/27/2019 7:09,9.43,8170000000000.0,58,Urban
Valentineton,1/3/2019 5:56,37.4,4180000000000.0,45,Urban
Jerryton,2/19/2019 13:59,21.27,2520000000000.0,64,Urban
Reynoldsfurt,3/21/2019 17:25,11.97,9410000000000.0,67,Urban
Hurleymouth,2/24/2019 15:39,8.33,2050000000000.0,36,Urban
South Latoya,3/13/2019 1:15,16.01,2760000000000.0,10,Urban
North Jasmine,3/21/2019 18:31,39.02,7930000000000.0,33,Urban
Richardfort,3/16/2019 23:00,21.39,237000000000.0,38,Urban
Roberthaven,5/3/2019 5:43,42.15,2590000000000.0,47,Urban
South Michelleport,1/5/2019 5:57,39.9,6110000000000.0,72,Urban
Port Johnbury,1/15/2019 18:45,40.32,2120000000000.0,3,Urban
Loganberg,1/31/2019 15:03,20.36,1820000000000.0,23,Urban
Robertport,4/30/2019 23:36,14.81,1470000000000.0,12,Urban
South Michelleport,2/27/2019 2:00,10.4,6480000000000.0,72,Urban
New Jacobville,3/3/2019 5:28,41.39,3090000000000.0,50,Urban
Martinezhaven,4/12/2019 6:49,11.55,9310000000000.0,25,Urban
West Gabriel,4/8/2019 21:34,13.31,8630000000000.0,57,Urban
South Jack,4/10/2019 1:23,29.97,6130000000000.0,46,Urban
New Paulville,1/5/2019 8:35,21.57,3710000000000.0,44,Urban
Royland,1/11/2019 9:50,18.42,5580000000000.0,64,Urban
Roberthaven,1/15/2019 21:25,30.42,5910000000000.0,47,Urban
Justinberg,3/12/2019 16:33,24.41,3090000000000.0,39,Urban
West Angela,2/21/2019 8:28,40.55,1830000000000.0,48,Urban
North Madeline,1/30/2019 18:20,16.5,8650000000000.0,19,Urban
Port Angela,2/3/2019 6:01,6.42,9470000000000.0,67,Urban
North Jason,3/30/2019 6:31,12.04,6620000000000.0,6,Urban
West Patrickchester,4/18/2019 11:41,29.12,8010000000000.0,25,Urban
North Jason,3/27/2019 19:19,30.66,3370000000000.0,6,Urban
West Anthony,2/3/2019 18:24,19.66,2910000000000.0,70,Urban
Liumouth,4/29/2019 19:55,32.1,2700000000000.0,69,Urban
Martinezhaven,4/13/2019 19:46,40.2,8860000000000.0,25,Urban
West Josephberg,1/12/2019 12:45,5.77,5090000000000.0,45,Urban
Simpsonburgh,1/5/2019 16:36,39.44,252000000000.0,21,Urban
New Paulville,1/5/2019 17:16,44.68,3080000000000.0,44,Urban
Christopherfurt,2/4/2019 12:11,41.12,808000000000.0,41,Urban
Johnton,3/15/2019 21:16,30.27,1600000000000.0,27,Urban
South Jack,2/6/2019 12:17,7.71,6330000000000.0,46,Urban
Joneschester,3/28/2019 7:41,7.56,4610000000000.0,39,Urban
Lake Danielberg,2/23/2019 13:51,9.25,8300000000000.0,19,Urban
Port Frank,1/18/2019 11:45,19.98,4490000000000.0,23,Urban
Lake Jonathanshire,1/21/2019 12:12,37.25,2970000000000.0,5,Urban
Rogerston,3/7/2019 12:09,27.26,9450000000000.0,25,Urban
South Karenland,1/2/2019 21:27,19.57,7270000000000.0,4,Urban
West Gabriel,1/15/2019 18:25,11.71,3840000000000.0,57,Urban
West Gabriel,1/12/2019 16:34,31.98,2990000000000.0,57,Urban
Robertport,3/17/2019 22:50,14.61,8500000000000.0,12,Urban
West Christopherberg,4/3/2019 12:01,33.03,1480000000000.0,32,Urban
Lake Scottton,4/2/2019 21:10,43.2,3930000000000.0,58,Urban
West Christopherberg,2/7/2019 1:24,10.91,3730000000000.0,32,Urban
West Anthony,4/18/2019 8:11,11.2,3220000000000.0,70,Urban
Robertport,4/16/2019 9:48,36.11,5890000000000.0,12,Urban
Erikaland,3/27/2019 8:27,26.25,4810000000000.0,37,Urban
Williamsview,1/17/2019 4:00,32.29,7450000000000.0,46,Urban
West Robert,1/30/2019 11:32,43.02,7200000000000.0,39,Urban
Hurleymouth,2/6/2019 0:10,32.93,4140000000000.0,36,Urban
New Paulton,2/21/2019 2:37,27.56,3950000000000.0,44,Urban
Deanville,1/7/2019 19:34,21.5,9420000000000.0,49,Urban
Karenside,1/12/2019 1:28,37.73,1870000000000.0,5,Urban
New Paulton,3/12/2019 13:53,38.26,79314274773.0,44,Urban
Port Samanthamouth,4/9/2019 20:55,24.99,6740000000000.0,57,Urban
South Phillip,5/3/2019 11:43,8.3,8580000000000.0,38,Urban
Lake Danielberg,2/6/2019 4:11,29.96,2330000000000.0,19,Urban
Martinezhaven,2/6/2019 10:58,40.29,4670000000000.0,25,Urban
Pattyland,4/12/2019 11:58,28.65,6920000000000.0,59,Urban
Port Johnbury,2/5/2019 16:04,7.44,3010000000000.0,3,Urban
Richardfort,3/22/2019 4:41,16.35,5930000000000.0,38,Urban
Valentineton,2/17/2019 19:23,37.19,5020000000000.0,45,Urban
Rodneyfort,4/19/2019 9:46,35.79,9920000000000.0,34,Urban
West Christopherberg,4/19/2019 4:53,22.86,9750000000000.0,32,Urban
Valentineton,3/8/2019 7:57,43.59,5860000000000.0,45,Urban
New Jacobville,2/21/2019 8:59,40.05,3020000000000.0,50,Urban
Joneschester,5/5/2019 2:00,21.74,2730000000000.0,39,Urban
Johnton,1/14/2019 10:53,19.68,8530000000000.0,27,Urban
West Heidi,1/29/2019 8:17,38.68,4820000000000.0,28,Urban
West Christopherberg,4/11/2019 14:46,4.88,7740000000000.0,32,Urban
West Angela,3/17/2019 9:42,23.45,7770000000000.0,48,Urban
South Evanton,1/9/2019 15:10,40.73,6530000000000.0,11,Urban
West Gabriel,1/23/2019 5:22,40.17,9160000000000.0,57,Urban
Carriemouth,4/5/2019 2:03,38.17,8160000000000.0,52,Urban
West Ericstad,3/18/2019 15:28,23.62,6210000000000.0,25,Urban
North Jasmine,4/22/2019 15:53,6.49,1620000000000.0,33,Urban
Martinezhaven,4/30/2019 0:42,36.07,1520000000000.0,25,Urban
West Gabriel,2/17/2019 7:39,17.03,4390000000000.0,57,Urban
Liumouth,3/6/2019 4:42,37.4,602000000000.0,69,Urban
Roberthaven,5/2/2019 21:36,21.8,3460000000000.0,47,Urban
West Angela,2/21/2019 12:29,27.68,792000000000.0,48,Urban
West Robert,2/1/2019 11:37,30.94,218000000000.0,39,Urban
Carriemouth,4/27/2019 20:41,8.28,452000000000.0,52,Urban
North Jason,1/8/2019 23:32,10.74,1780000000000.0,6,Urban
West Angela,4/13/2019 21:50,28.75,3700000000000.0,48,Urban
Reynoldsfurt,2/3/2019 10:14,6.34,5560000000000.0,67,Urban
Lake Jonathanshire,4/11/2019 21:32,22.48,3510000000000.0,5,Urban
New Kimberlyborough,2/5/2019 11:23,18.02,3980000000000.0,33,Urban
Jerryton,3/23/2019 8:27,37.89,4280000000000.0,64,Urban
Joneschester,3/4/2019 18:00,41.65,9830000000000.0,39,Urban
Lake Jonathanshire,2/16/2019 1:49,17.58,3640000000000.0,5,Urban
Richardfort,1/3/2019 1:06,5.32,3270000000000.0,38,Urban
Deanville,1/29/2019 21:11,25.39,9620000000000.0,49,Urban
Richardfort,3/29/2019 15:16,37.76,4800000000000.0,38,Urban
Royland,3/23/2019 12:21,13.7,8510000000000.0,64,Urban
Jerryton,4/20/2019 18:57,29.84,8130000000000.0,64,Urban
Lake Jonathanshire,1/17/2019 13:15,28.42,6540000000000.0,5,Urban
Karenberg,4/24/2019 12:57,34.67,7000000000000.0,22,Urban
Joneschester,2/17/2019 10:04,10.52,3380000000000.0,39,Urban
Rogerston,2/27/2019 3:58,27.4,6540000000000.0,25,Urban
North Jason,1/11/2019 5:08,19.64,6880000000000.0,6,Urban
Reynoldsfurt,4/11/2019 23:49,38.35,6520000000000.0,67,Urban
Rogerston,1/26/2019 14:42,11.13,9120000000000.0,25,Urban
Grahamburgh,3/11/2019 8:09,34.53,1670000000000.0,61,Urban
Lake Jonathanshire,1/21/2019 9:48,22.36,2520000000000.0,5,Urban
Lake Danielberg,3/5/2019 23:23,44.77,904000000000.0,19,Urban
Liumouth,1/30/2019 8:51,22.9,2850000000000.0,69,Urban
West Gabriel,1/28/2019 22:22,5.58,8440000000000.0,57,Urban
North Jason,1/24/2019 1:46,40.15,6720000000000.0,6,Urban
West Robert,3/16/2019 16:27,42.89,3370000000000.0,39,Urban
Huntermouth,1/24/2019 17:07,42.36,2880000000000.0,37,Urban
Karenside,1/17/2019 12:18,11.6,2900000000000.0,5,Urban
Karenberg,2/19/2019 16:11,12.25,3870000000000.0,22,Urban
Amandaburgh,1/29/2019 23:28,41.06,4300000000000.0,12,Urban
West Robert,2/18/2019 11:51,44.97,342000000000.0,39,Urban
Pattyland,1/12/2019 20:07,17.85,1720000000000.0,59,Urban
West Robert,2/19/2019 0:53,40.64,5090000000000.0,39,Urban
Lake Jonathanshire,2/23/2019 6:10,26.63,5370000000000.0,5,Urban
Raymondhaven,3/31/2019 14:58,7.67,3680000000000.0,11,Urban
New Kimberlyborough,4/24/2019 2:21,37.73,2210000000000.0,33,Urban
North Jasmine,5/8/2019 7:29,18.55,5680000000000.0,33,Urban
Reynoldsfurt,2/9/2019 17:49,21.02,6200000000000.0,67,Urban
West Anthony,3/8/2019 10:33,41.3,1150000000000.0,70,Urban
West Christopherberg,1/30/2019 8:11,16.85,7340000000000.0,32,Urban
Erikaland,2/11/2019 3:01,35.89,1690000000000.0,37,Urban
Port Samanthamouth,2/2/2019 1:57,39.28,2670000000000.0,57,Urban
New Jacobville,4/30/2019 11:44,5.6,3980000000000.0,50,Urban
Huntermouth,3/27/2019 11:50,22.64,9540000000000.0,37,Urban
Joneschester,3/19/2019 1:52,42.74,4500000000000.0,39,Urban
Port Frank,1/15/2019 7:42,30.93,8730000000000.0,23,Urban
Leahton,3/3/2019 1:24,43.44,4290000000000.0,17,Urban
Raymondhaven,2/7/2019 16:19,38.67,8350000000000.0,11,Urban
South Latoya,4/22/2019 12:29,27.54,3390000000000.0,10,Urban
West Ericstad,3/4/2019 12:31,43.98,6430000000000.0,25,Urban
Liumouth,4/12/2019 2:27,10.53,8950000000000.0,69,Urban
Port Johnbury,4/25/2019 0:15,10.26,2980000000000.0,3,Urban
Robertport,4/18/2019 6:58,24.48,4270000000000.0,12,Urban
South Michelleport,4/27/2019 11:18,27.89,355000000000.0,72,Urban
Grahamburgh,2/16/2019 12:22,30.23,5120000000000.0,61,Urban
Liumouth,4/2/2019 16:53,25.56,9540000000000.0,69,Urban
Grahamburgh,4/10/2019 1:16,37.67,1450000000000.0,61,Urban
Rogerston,2/3/2019 21:09,4.41,1720000000000.0,25,Urban
